datetime,solar_rad,air_temp,rel_humidity,wind_speed,outer_sapflow,inner_sapflow
22/03/2018 01:30:00,0.0,-4.199,65.44,0.289,-3.411,-1.65
22/03/2018 01:40:00,0.0,-4.199,65.76,0.36,-3.47,-1.716
22/03/2018 01:50:00,0.0,-4.3,66.72,0.28,-3.495,-1.803
22/03/2018 02:00:00,0.0,-4.099,65.59899999999999,0.45899999999999996,-3.406,-1.985
22/03/2018 02:10:00,0.0,-4.5,68.559,0.66,-3.431,-1.808
22/03/2018 02:20:00,0.0,-4.4,68.8,0.779,-3.589,-1.709
22/03/2018 02:30:00,0.0,-4.4,69.279,0.419,-3.513,-1.718
22/03/2018 02:40:00,0.0,-4.3,68.08,0.31,-3.392,-1.783
22/03/2018 02:50:00,0.0,-4.4,68.15899999999999,0.349,-3.535,-1.799
22/03/2018 03:00:00,0.0,-4.4,68.4,0.37,-3.47,-1.805
22/03/2018 03:10:00,0.0,-4.5,69.039,0.289,-3.435,-1.857
22/03/2018 03:20:00,0.0,-4.5,68.8,0.37,-3.6510000000000002,-1.921
22/03/2018 03:30:00,0.0,-4.599,68.559,0.379,-3.699,-1.873
22/03/2018 03:40:00,0.0,-4.599,69.039,0.409,-3.6630000000000003,-1.961
22/03/2018 03:50:00,0.0,-4.699,69.36,0.519,-3.694,-1.952
22/03/2018 04:00:00,0.0,-4.8,69.919,0.37,-3.72,-1.841
22/03/2018 04:10:00,0.0,-4.8,69.84,0.49,-3.56,-1.975
22/03/2018 04:20:00,0.0,-4.9,70.319,0.419,-3.596,-1.99
22/03/2018 04:30:00,0.0,-5.0,70.72,0.36,-3.654,-2.094
22/03/2018 04:40:00,0.0,-5.099,70.56,0.519,-3.612,-1.963
22/03/2018 04:50:00,0.0,-5.4,71.68,0.62,-3.734,-2.111
22/03/2018 05:00:00,0.0,-5.099,70.319,0.81,-3.705,-2.098
22/03/2018 05:10:00,0.0,-5.099,70.72,0.589,-3.7760000000000002,-2.066
22/03/2018 05:20:00,0.0,-5.099,71.12,0.519,-3.78,-2.093
22/03/2018 05:30:00,0.0,-5.099,71.04,0.6990000000000001,-3.736,-2.044
22/03/2018 05:40:00,0.0,-5.3,72.319,0.419,-3.615,-2.154
22/03/2018 05:50:00,0.0,-5.3,71.59899999999999,0.469,-4.124,-2.05
22/03/2018 06:00:00,0.0,-5.599,72.959,0.34,-4.14,-2.205
22/03/2018 06:10:00,0.0,-5.4,70.639,0.319,-4.22,-2.32
22/03/2018 06:20:00,0.0,-5.4,70.96,0.3,-4.351,-2.219
22/03/2018 06:30:00,0.0,-5.4,71.199,0.27,-4.385,-2.291
22/03/2018 06:40:00,0.0,-5.599,71.59899999999999,0.28,-4.346,-2.379
22/03/2018 06:50:00,1.0,-5.5,70.87899999999999,0.56,-4.38,-2.541
22/03/2018 07:00:00,7.0,-5.3,70.319,0.87,-4.537,-2.362
22/03/2018 07:10:00,14.0,-5.3,71.919,0.579,-4.516,-2.038
22/03/2018 07:20:00,32.0,-5.199,73.039,0.509,-4.668,-2.25
22/03/2018 07:30:00,46.0,-5.099,74.87899999999999,0.409,-4.908,-2.55
22/03/2018 07:40:00,92.0,-4.8,76.8,0.54,-5.007,-2.516
22/03/2018 07:50:00,118.0,-4.5,80.08,0.569,-5.349,-2.418
22/03/2018 08:00:00,145.0,-4.0,79.12,0.56,-5.412000000000001,-2.54
22/03/2018 08:10:00,170.0,-3.4,76.479,0.529,-5.86,-2.796
22/03/2018 08:20:00,198.0,-2.799,72.559,1.0090000000000001,-7.5920000000000005,-2.792
22/03/2018 08:30:00,228.0,-2.2,68.639,1.22,-8.051,-3.256
22/03/2018 08:40:00,255.0,-1.6,65.52,1.2,-6.997999999999999,-3.739
22/03/2018 08:50:00,284.0,-1.0,62.08,1.58,-5.689,-3.564
22/03/2018 09:00:00,333.0,-0.5,58.559,1.49,-5.132000000000001,-3.164
22/03/2018 09:10:00,385.0,0.1,56.96,1.22,-5.001,-3.073
22/03/2018 09:20:00,419.0,0.5,54.479,1.61,-4.918,-3.137
22/03/2018 09:30:00,447.0,0.6990000000000001,52.08,2.539,-4.91,-3.184
22/03/2018 09:40:00,468.0,0.899,50.56,1.95,-5.122999999999999,-3.176
22/03/2018 09:50:00,496.0,1.399,48.958999999999996,1.33,-5.166,-3.3
22/03/2018 10:00:00,523.0,2.0,46.56,0.9890000000000001,-5.145,-3.383
22/03/2018 10:10:00,548.0,1.899,45.04,1.639,-5.096,-3.191
22/03/2018 10:20:00,573.0,2.4,41.519,1.2790000000000001,-5.3420000000000005,-3.28
22/03/2018 10:30:00,599.0,2.5989999999999998,39.84,2.569,-5.405,-3.36
22/03/2018 10:40:00,625.0,2.799,37.68,2.49,-5.779,-3.52
22/03/2018 10:50:00,648.0,3.299,37.119,2.24,-5.867999999999999,-3.845
22/03/2018 11:00:00,670.0,3.0989999999999998,36.4,2.4,-6.416,-3.933
22/03/2018 11:10:00,691.0,3.5,34.719,2.47,-6.334,-4.068
22/03/2018 11:20:00,711.0,3.7,33.12,2.569,-6.8,-4.393
22/03/2018 11:30:00,729.0,4.099,31.919,2.16,-6.862,-4.629
22/03/2018 11:40:00,742.0,4.0,31.6,2.8689999999999998,-6.9110000000000005,-4.609
22/03/2018 11:50:00,756.0,4.699,29.439,2.5789999999999997,-6.821000000000001,-4.98
22/03/2018 12:00:00,769.0,5.0,29.039,2.67,-6.93,-4.997
22/03/2018 12:10:00,778.0,5.4,28.08,2.519,-6.763999999999999,-4.941
22/03/2018 12:20:00,790.0,5.099,27.52,2.43,-6.849,-4.961
22/03/2018 12:30:00,797.0,5.099,26.799,3.4,-6.78,-4.733
22/03/2018 12:40:00,801.0,5.099,25.76,2.6189999999999998,-6.591,-4.963
22/03/2018 12:50:00,803.0,5.8,25.52,1.5090000000000001,-6.6129999999999995,-5.254
22/03/2018 13:00:00,805.0,6.099,25.12,3.029,-6.278,-5.045
22/03/2018 13:10:00,804.0,5.699,24.879,3.359,-5.947,-4.815
22/03/2018 13:20:00,802.0,6.199,24.399,1.7890000000000001,-5.805,-4.709
22/03/2018 13:30:00,798.0,6.599,24.799,1.74,-6.4879999999999995,-4.65
22/03/2018 13:40:00,793.0,6.8,24.079,1.919,-5.829,-4.775
22/03/2018 13:50:00,787.0,7.0,24.479,2.529,-5.856,-4.917
22/03/2018 14:00:00,779.0,6.5,24.159000000000002,2.079,-6.431,-4.741
22/03/2018 14:10:00,768.0,7.099,23.44,1.979,-5.957000000000001,-4.436
22/03/2018 14:20:00,756.0,7.8,23.599,1.58,-5.895,-4.423
22/03/2018 14:30:00,740.0,8.0,23.28,1.679,-5.893,-4.658
22/03/2018 14:40:00,724.0,8.1,23.44,1.77,-5.696000000000001,-4.52
22/03/2018 14:50:00,705.0,8.0,23.119,2.22,-5.433,-4.42
22/03/2018 15:00:00,668.0,8.199,22.399,1.629,-5.176,-4.259
22/03/2018 15:10:00,653.0,8.8,21.76,1.889,-4.967,-4.294
22/03/2018 15:20:00,627.0,8.399,22.159000000000002,2.329,-4.971,-4.085
22/03/2018 15:30:00,573.0,8.3,22.0,2.109,-4.949,-3.917
22/03/2018 15:40:00,530.0,8.0,21.92,2.75,-4.797,-3.836
22/03/2018 15:50:00,522.0,8.5,21.84,1.639,-4.856,-4.039
22/03/2018 16:00:00,494.0,7.8,22.56,3.5989999999999998,-4.918,-3.833
22/03/2018 16:10:00,465.0,8.199,21.68,2.15,-4.365,-3.672
22/03/2018 16:20:00,434.0,7.9,22.56,2.75,-4.595,-3.449
22/03/2018 16:30:00,409.0,8.399,21.92,1.8090000000000002,-4.697,-3.346
22/03/2018 16:40:00,378.0,8.399,22.32,1.929,-4.276,-3.186
22/03/2018 16:50:00,348.0,8.699,22.159000000000002,1.6,-4.363,-3.36
22/03/2018 17:00:00,323.0,8.399,22.88,2.359,-4.434,-3.388
22/03/2018 17:10:00,302.0,8.5,22.32,1.96,-4.181,-3.121
22/03/2018 17:20:00,273.0,8.6,22.479,2.109,-4.144,-3.151
22/03/2018 17:30:00,243.0,8.399,22.32,1.48,-3.861,-2.836
22/03/2018 17:40:00,215.0,9.1,21.92,1.5190000000000001,-4.129,-2.907
22/03/2018 17:50:00,185.0,8.8,22.639,1.639,-4.127,-2.954
22/03/2018 18:00:00,159.0,8.5,22.799,2.49,-4.082,-2.896
22/03/2018 18:10:00,130.0,8.399,22.639,1.929,-4.197,-3.17
22/03/2018 18:20:00,101.0,8.199,23.039,1.7890000000000001,-3.515,-2.103
22/03/2018 18:30:00,75.0,7.3,24.96,2.079,-2.943,-1.949
22/03/2018 18:40:00,53.0,6.5,26.08,2.92,-2.838,-2.288
22/03/2018 18:50:00,29.0,6.0,26.799,2.529,-2.898,-2.463
22/03/2018 19:00:00,13.0,5.5,27.279,3.0589999999999997,-3.242,-2.489
22/03/2018 19:10:00,5.0,5.199,27.6,2.7889999999999997,-3.1189999999999998,-2.438
22/03/2018 19:20:00,1.0,4.5,28.56,2.069,-3.2760000000000002,-2.372
22/03/2018 19:30:00,0.0,4.0,29.2,1.75,-3.2460000000000004,-2.501
22/03/2018 19:40:00,0.0,3.5989999999999998,29.84,1.899,-3.366,-2.349
22/03/2018 19:50:00,0.0,3.4,30.32,1.899,-3.2569999999999997,-2.535
22/03/2018 20:00:00,0.0,3.0989999999999998,30.96,1.77,-3.34,-2.561
22/03/2018 20:10:00,0.0,2.799,31.36,1.46,-3.457,-2.534
22/03/2018 20:20:00,0.0,2.5,31.919,1.429,-3.3789999999999996,-2.602
22/03/2018 20:30:00,0.0,2.299,33.36,1.839,-3.5389999999999997,-2.354
22/03/2018 20:40:00,0.0,2.299,34.079,1.66,-3.58,-2.425
22/03/2018 20:50:00,0.0,2.0,34.4,1.409,-3.583,-2.624
22/03/2018 21:00:00,0.0,2.0,34.4,1.5490000000000002,,
22/03/2018 21:10:00,0.0,2.0,35.52,1.649,,
22/03/2018 21:20:00,0.0,1.7990000000000002,36.879,1.419,,
22/03/2018 21:30:00,0.0,1.7,38.0,1.37,,
22/03/2018 21:40:00,0.0,1.7990000000000002,38.159,1.5,,
23/03/2018 08:30:00,262.0,0.4,63.92,2.38,-4.864,-4.077
23/03/2018 08:40:00,298.0,0.8,60.64,3.13,-4.927,-4.058
23/03/2018 08:50:00,312.0,1.2990000000000002,57.44,2.63,-4.95,-4.159
23/03/2018 09:00:00,343.0,1.899,54.958999999999996,2.42,-5.0169999999999995,-4.176
23/03/2018 09:10:00,376.0,2.099,51.84,2.75,-5.325,-4.344
23/03/2018 09:20:00,407.0,2.299,50.479,2.509,-5.547999999999999,-4.411
23/03/2018 09:30:00,438.0,2.5989999999999998,49.04,2.7689999999999997,-5.507000000000001,-4.48
23/03/2018 09:40:00,470.0,2.799,47.76,3.0,-5.6610000000000005,-4.349
23/03/2018 09:50:00,502.0,3.0989999999999998,45.599,3.22,-5.891,-4.804
23/03/2018 10:00:00,531.0,3.299,44.318999999999996,3.429,-5.976,-4.851
23/03/2018 10:10:00,559.0,3.299,43.68,3.3289999999999997,-6.351,-5.025
23/03/2018 10:20:00,587.0,3.799,42.56,2.819,-6.52,-5.108
23/03/2018 10:30:00,610.0,4.0,42.08,3.0789999999999997,-6.541,-5.171
23/03/2018 10:40:00,594.0,4.0,41.43899999999999,2.66,-6.544,-5.405
23/03/2018 10:50:00,656.0,4.699,40.72,2.75,-6.601,-5.32
23/03/2018 11:00:00,668.0,4.0,42.398999999999994,3.64,-6.4879999999999995,-5.269
23/03/2018 11:10:00,702.0,4.4,41.36,3.5989999999999998,-6.644,-5.178
23/03/2018 11:20:00,719.0,4.599,40.479,2.96,-6.167000000000001,-5.093
23/03/2018 11:30:00,735.0,4.3,39.84,3.8689999999999998,-6.244,-5.044
23/03/2018 11:40:00,753.0,4.699,38.4,3.17,-6.247999999999999,-5.133
23/03/2018 11:50:00,768.0,4.9,37.76,3.2089999999999996,-5.926,-5.083
23/03/2018 12:00:00,779.0,4.599,37.119,3.91,-5.794,-4.904
23/03/2018 12:10:00,791.0,6.099,34.56,3.089,-5.765,-4.782
23/03/2018 12:20:00,801.0,5.5,36.08,3.279,-5.705,-4.743
23/03/2018 12:30:00,806.0,5.0,35.92,3.359,-5.669,-4.451
23/03/2018 12:40:00,816.0,5.3,35.52,3.41,-5.481,-4.316
23/03/2018 12:50:00,825.0,5.3,35.2,3.54,-5.5920000000000005,-4.368
23/03/2018 13:00:00,828.0,5.699,34.479,3.94,-5.483,-4.151
23/03/2018 13:10:00,823.0,5.699,34.479,3.3489999999999998,-4.937,-4.048
23/03/2018 13:20:00,806.0,5.3,34.479,3.5189999999999997,-4.87,-3.931
23/03/2018 13:30:00,807.0,5.8,34.159,3.4,-5.106,-3.737
23/03/2018 13:40:00,789.0,5.5,34.719,3.54,-4.324,-3.57
23/03/2018 13:50:00,788.0,5.699,34.319,3.2689999999999997,-4.208,-3.374
23/03/2018 14:00:00,781.0,5.5,35.28,4.659,-4.755,-3.376
23/03/2018 14:10:00,779.0,5.4,35.36,3.549,-4.687,-3.37
23/03/2018 14:20:00,724.0,5.3,35.52,3.609,-4.073,-3.251
23/03/2018 14:30:00,706.0,5.9,34.879,3.1189999999999998,-4.309,-3.409
23/03/2018 14:40:00,717.0,5.4,34.959,4.0,-4.226,-3.359
23/03/2018 14:50:00,659.0,5.3,34.799,3.589,-3.978,-3.229
23/03/2018 15:00:00,669.0,5.3,34.239000000000004,3.75,-3.7260000000000004,-2.931
23/03/2018 15:10:00,578.0,5.199,33.919000000000004,3.5,-3.97,-3.316
23/03/2018 15:20:00,629.0,5.599,32.239000000000004,3.39,-3.766,-2.959
23/03/2018 15:30:00,579.0,5.5,32.4,3.509,-3.843,-2.82
23/03/2018 15:40:00,562.0,5.3,31.6,3.069,-4.146,-3.309
23/03/2018 15:50:00,540.0,5.0,32.079,3.759,-4.011,-2.85
23/03/2018 16:00:00,411.0,4.699,32.0,3.9589999999999996,-3.6039999999999996,-2.718
23/03/2018 16:10:00,466.0,4.4,32.0,4.659,-3.904,-2.875
23/03/2018 16:20:00,361.0,4.199,32.079,4.75,-3.1630000000000003,-2.508
23/03/2018 16:30:00,305.0,4.199,32.0,3.67,-3.6510000000000002,-2.742
23/03/2018 16:40:00,365.0,4.0,33.52,3.8289999999999997,-3.747,-2.746
23/03/2018 16:50:00,302.0,3.799,34.079,4.75,-3.364,-2.43
23/03/2018 17:00:00,254.0,3.5,34.319,4.829,-3.201,-2.313
23/03/2018 17:10:00,221.0,3.4,34.479,3.3289999999999997,-3.4810000000000003,-2.613
23/03/2018 17:20:00,213.0,3.299,34.879,3.3089999999999997,-3.4219999999999997,-2.273
23/03/2018 17:30:00,227.0,3.0989999999999998,35.28,3.66,-3.111,-2.138
23/03/2018 17:40:00,155.0,2.799,35.76,4.178999999999999,-3.0239999999999996,-2.031
23/03/2018 17:50:00,102.0,2.4,36.0,5.559,-3.29,-2.081
23/03/2018 18:00:00,104.0,2.299,35.68,5.059,-3.19,-2.161
23/03/2018 18:10:00,78.0,2.099,35.599000000000004,4.519,-3.3369999999999997,-2.25
23/03/2018 18:20:00,59.0,2.0,36.559,3.24,-3.218,-2.121
23/03/2018 18:30:00,44.0,1.7,37.52,5.21,-3.2239999999999998,-2.222
23/03/2018 18:40:00,29.0,1.6,38.639,4.0,-3.4330000000000003,-2.208
23/03/2018 18:50:00,16.0,1.399,39.76,4.42,-3.391,-2.088
23/03/2018 19:00:00,8.0,1.2,40.24,4.718999999999999,-3.248,-2.186
23/03/2018 19:10:00,3.0,1.0,41.599,4.849,-3.298,-2.383
23/03/2018 19:20:00,1.0,0.899,42.48,4.03,-3.634,-2.436
23/03/2018 19:30:00,0.0,0.6990000000000001,43.36,3.2,-3.39,-2.449
23/03/2018 19:40:00,0.0,0.5,44.4,2.759,-3.333,-2.349
23/03/2018 19:50:00,0.0,0.4,45.2,3.109,-3.46,-2.504
23/03/2018 20:00:00,0.0,0.3,45.44,3.16,-3.333,-2.478
23/03/2018 20:10:00,0.0,0.2,46.159,3.759,-3.468,-2.519
23/03/2018 20:20:00,0.0,0.1,47.68,3.24,-3.5789999999999997,-2.594
23/03/2018 20:30:00,0.0,0.1,48.239,4.0,-3.5789999999999997,-2.47
23/03/2018 20:40:00,0.0,0.0,49.04,3.74,-3.628,-2.493
23/03/2018 20:50:00,0.0,-0.2,50.24,2.93,-3.4619999999999997,-2.432
23/03/2018 21:00:00,0.0,-0.1,50.0,3.42,-3.6839999999999997,-2.575
23/03/2018 21:10:00,0.0,-0.2,50.72,3.339,-3.509,-2.446
23/03/2018 21:20:00,0.0,-0.2,50.879,2.96,-3.372,-2.547
23/03/2018 21:30:00,0.0,-0.2,51.04,2.94,-3.3989999999999996,-2.381
23/03/2018 21:40:00,0.0,-0.1,50.879,2.5,-3.483,-2.357
23/03/2018 21:50:00,0.0,-0.1,51.04,2.329,-3.47,-2.597
23/03/2018 22:00:00,0.0,0.0,51.2,2.309,-3.635,-2.553
23/03/2018 22:10:00,0.0,0.1,51.68,2.94,-3.662,-2.504
23/03/2018 22:20:00,0.0,0.3,52.799,2.66,-3.9410000000000003,-2.681
23/03/2018 22:30:00,0.0,0.3,53.839,2.69,-3.908,-2.738
23/03/2018 22:40:00,0.0,0.4,54.72,2.69,-3.938,-2.735
23/03/2018 22:50:00,0.0,0.4,55.44,2.73,-3.722,-2.776
23/03/2018 23:00:00,0.0,0.4,56.07899999999999,2.15,-3.8110000000000004,-2.589
23/03/2018 23:10:00,0.0,0.4,56.56,2.259,-3.778,-2.689
23/03/2018 23:20:00,0.0,0.3,56.96,2.319,-3.79,-2.483
23/03/2018 23:30:00,0.0,0.3,57.44,2.24,-3.623,-2.523
23/03/2018 23:40:00,0.0,0.3,57.75899999999999,2.21,-3.571,-2.643
23/03/2018 23:50:00,0.0,0.2,58.318999999999996,1.889,-3.69,-2.701
24/03/2018 00:00:00,0.0,0.4,58.159,2.43,-3.58,-2.604
24/03/2018 00:10:00,0.0,0.4,58.318999999999996,2.22,-3.718,-2.693
24/03/2018 00:20:00,0.0,0.4,58.479,2.259,-3.734,-2.658
24/03/2018 00:30:00,0.0,0.4,58.479,2.289,-3.7739999999999996,-2.686
24/03/2018 00:40:00,0.0,0.4,59.12,2.21,-3.8089999999999997,-2.889
24/03/2018 00:50:00,0.0,0.4,59.599,1.979,-3.738,-2.675
24/03/2018 01:00:00,0.0,0.4,59.599,2.19,-3.761,-2.826
24/03/2018 01:10:00,0.0,0.5,59.84,1.82,-3.9010000000000002,-2.732
24/03/2018 01:20:00,0.0,0.5,60.07899999999999,1.45,-3.8680000000000003,-2.886
24/03/2018 01:30:00,0.0,0.5,60.0,1.5190000000000001,-3.8289999999999997,-2.806
24/03/2018 01:40:00,0.0,0.6,60.0,1.58,-3.748,-2.751
24/03/2018 01:50:00,0.0,0.6,59.52,1.87,-3.917,-2.698
24/03/2018 02:00:00,0.0,0.6990000000000001,58.559,2.4,-3.821,-2.99
24/03/2018 02:10:00,0.0,0.8,57.68,2.299,-3.783,-2.775
24/03/2018 02:20:00,0.0,1.0,56.96,2.079,-3.8739999999999997,-2.881
24/03/2018 02:30:00,0.0,1.0,56.88,2.109,-3.825,-2.766
24/03/2018 02:40:00,0.0,1.1,56.318999999999996,2.45,-3.6910000000000003,-2.812
24/03/2018 02:50:00,0.0,1.1,55.68,2.319,-3.753,-2.758
24/03/2018 03:00:00,0.0,1.2990000000000002,54.07899999999999,2.63,-3.8,
24/03/2018 03:10:00,0.0,1.399,52.318999999999996,2.93,-3.917,-2.678
24/03/2018 03:20:00,0.0,1.5,50.958999999999996,2.69,-3.887,-2.884
24/03/2018 03:30:00,0.0,1.7,49.358999999999995,3.13,-3.832,-2.744
24/03/2018 03:40:00,0.0,1.7990000000000002,47.6,2.64,-3.8360000000000003,-2.835
24/03/2018 03:50:00,0.0,1.7990000000000002,45.92,2.72,-3.7689999999999997,-2.697
24/03/2018 04:00:00,0.0,2.0,44.159,3.3689999999999998,-3.8480000000000003,-2.766
24/03/2018 04:10:00,0.0,2.099,42.718999999999994,3.2,-3.875,-2.865
24/03/2018 04:20:00,0.0,2.0,42.398999999999994,2.5,-3.7769999999999997,-2.66
24/03/2018 04:30:00,0.0,2.099,41.919,2.94,-3.8310000000000004,-2.657
24/03/2018 04:40:00,0.0,2.099,40.72,2.98,-3.84,-2.847
24/03/2018 04:50:00,0.0,2.2,39.84,3.16,-3.804,-2.585
24/03/2018 05:00:00,0.0,2.2,39.439,3.16,-3.875,-2.663
24/03/2018 05:10:00,0.0,2.099,39.439,3.4589999999999996,-3.8110000000000004,-2.758
24/03/2018 05:20:00,0.0,2.099,39.279,4.13,-3.807,-2.616
24/03/2018 05:30:00,0.0,2.0,39.68,3.67,-3.7489999999999997,-2.778
24/03/2018 05:40:00,0.0,2.099,39.519,4.388999999999999,-3.804,-2.765
24/03/2018 05:50:00,0.0,2.2,39.04,4.82,-3.674,-2.656
24/03/2018 06:00:00,0.0,2.2,38.319,5.55,-3.736,-2.615
24/03/2018 06:10:00,0.0,2.0,39.519,3.42,-3.699,-2.584
24/03/2018 06:20:00,0.0,1.899,40.159,4.019,-3.78,-2.662
24/03/2018 06:30:00,0.0,1.7990000000000002,39.2,4.53,-3.6260000000000003,-2.665
24/03/2018 06:40:00,0.0,1.7990000000000002,38.879,4.73,-3.6889999999999996,-2.65
24/03/2018 06:50:00,1.0,1.7990000000000002,38.72,5.28,-3.6660000000000004,-2.64
24/03/2018 07:00:00,5.0,1.7990000000000002,38.959,5.07,-3.636,-2.573
24/03/2018 07:10:00,10.0,1.7,39.04,5.28,-3.7710000000000004,-2.531
24/03/2018 07:20:00,13.0,1.6,41.278999999999996,4.4,-3.68,-2.595
24/03/2018 07:30:00,15.0,1.6,41.599,4.968999999999999,-3.6189999999999998,-2.487
24/03/2018 07:40:00,16.0,1.5,42.159,4.63,-3.51,-2.6
24/03/2018 07:50:00,17.0,1.399,42.56,5.638999999999999,-3.738,-2.687
24/03/2018 08:00:00,18.0,1.2990000000000002,42.638999999999996,5.559,-3.76,-2.652
24/03/2018 08:10:00,21.0,1.2990000000000002,43.36,4.75,-3.6860000000000004,-2.606
24/03/2018 08:20:00,30.0,1.2,44.07899999999999,4.638999999999999,-3.8819999999999997,-2.659
24/03/2018 08:30:00,46.0,1.2,44.479,4.789,-3.61,
24/03/2018 08:40:00,69.0,1.2,43.84,5.599,-3.738,-2.621
24/03/2018 08:50:00,91.0,1.2,43.68,5.28,-3.75,-2.688
24/03/2018 09:00:00,103.0,1.2,43.68,5.11,-3.7689999999999997,-2.712
24/03/2018 09:10:00,111.0,1.2,44.318999999999996,4.519,-3.7889999999999997,-2.723
24/03/2018 09:20:00,95.0,1.1,44.318999999999996,4.409,-3.66,-2.697
24/03/2018 09:30:00,94.0,1.1,44.239,5.138999999999999,-3.8289999999999997,-2.753
24/03/2018 09:40:00,94.0,1.2,44.159,4.57,-3.637,-2.581
24/03/2018 09:50:00,95.0,1.0,46.07899999999999,4.92,-3.705,-2.573
24/03/2018 10:00:00,103.0,0.899,46.638999999999996,4.61,-3.928,-2.702
24/03/2018 10:10:00,103.0,0.899,46.799,3.74,-3.717,-2.7
24/03/2018 10:20:00,106.0,0.899,47.119,4.489,-3.739,-2.765
24/03/2018 10:30:00,100.0,0.8,47.68,4.67,-3.7939999999999996,-2.667
24/03/2018 10:40:00,90.0,0.6990000000000001,48.4,4.989,-3.5580000000000003,-2.559
24/03/2018 10:50:00,76.0,0.5,48.638999999999996,4.19,-3.6510000000000002,-2.567
24/03/2018 11:00:00,69.0,0.4,48.638999999999996,5.079,-3.7119999999999997,-2.68
24/03/2018 11:10:00,70.0,0.4,48.48,4.8,-3.738,-2.631
24/03/2018 11:20:00,76.0,0.4,48.799,3.4589999999999996,-3.6839999999999997,-2.638
24/03/2018 11:30:00,86.0,0.5,48.638999999999996,3.13,-3.7560000000000002,-2.655
24/03/2018 11:40:00,121.0,0.6,48.638999999999996,3.8689999999999998,-3.7880000000000003,-2.908
24/03/2018 11:50:00,182.0,0.6990000000000001,48.48,4.019,-3.864,-2.91
24/03/2018 12:00:00,273.0,1.0,47.919,4.42,-3.9760000000000004,-2.966
24/03/2018 12:10:00,272.0,1.2,47.84,3.839,-3.7880000000000003,-2.87
24/03/2018 12:20:00,200.0,1.2990000000000002,46.958999999999996,3.92,-3.905,-2.713
24/03/2018 12:30:00,156.0,1.2990000000000002,45.84,3.5189999999999997,-3.844,-2.704
24/03/2018 12:40:00,177.0,1.2990000000000002,44.559,4.28,-3.783,-2.71
24/03/2018 12:50:00,152.0,1.5,43.43899999999999,3.929,-3.8089999999999997,-2.728
24/03/2018 13:00:00,145.0,1.5,43.119,4.079,-3.8339999999999996,-2.566
24/03/2018 13:10:00,183.0,1.6,42.239,3.99,-3.892,-2.753
